id,name,email,phone,image,address,email_verified_at,password,user_type,created_at,,,,,
79,Đức Thị Thảo,thuhang@example.com,397314204,https://plus.unsplash.com/premium_photo-1682095643806-79da986ccf8d?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTc3fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 839,,12345678,candidate,2023-1-11 12:42:30,,,,,
80,Trung Quốc Thắng,thuynhung@example.com,397314205,https://images.unsplash.com/photo-1636041263374-dff82464f619?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTY0fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 840,,12345678,candidate,2023-1-11 12:42:30,,,,,
81,Tiến Quốc Tài,thanhtinh@example.com,397314206,https://plus.unsplash.com/premium_photo-1689632031083-518b012767a4?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTgxfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 841,,12345678,candidate,2023-2-11 12:42:30,,,,,
82,Tài Đức Thành,hoaithu@example.com,397314207,https://plus.unsplash.com/premium_photo-1689708721750-8a0e6dc14cee?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTg5fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 842,,12345678,candidate,2023-3-11 12:42:30,,,,,
83,Quốc Văn Tuấn,thihoa2@example.com,397314208,https://plus.unsplash.com/premium_photo-1689539137236-b68e436248de?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTk3fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 843,,12345678,candidate,2023-4-11 12:42:30,,,,,
84,Bình Quỳnh,vankhai@example.com,397314209,https://plus.unsplash.com/premium_photo-1690395794791-e85944b25c0f?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjA5fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 844,,12345678,candidate,2023-6-11 12:42:30,,,,,
85,Tùng Văn Thịnh,hoangquan@example.com,397314210,https://plus.unsplash.com/premium_photo-1690296204289-14e517830d8e?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjAxfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 845,,12345678,candidate,2023-7-11 12:42:30,,,,,
86,Dương Minh Hòa,trungtai@example.com,397314211,https://plus.unsplash.com/premium_photo-1689977871600-e755257fb5f8?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjA1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 846,,12345678,candidate,2023-8-11 12:42:30,,,,,
87,Thủy Thị Mai,haithanh@example.com,397314212,https://plus.unsplash.com/premium_photo-1690086519096-0594592709d3?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjIxfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 847,,12345678,candidate,2023-1-11 12:42:30,,,,,
88,Nhàn Quang Hà,taituan@example.com,397314213,https://plus.unsplash.com/premium_photo-1689564003745-946f35267ffe?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjY5fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 848,,12345678,candidate,2023-1-11 12:42:30,,,,,
89,Cường Văn Hùng,thienthanh@example.com,397314214,https://plus.unsplash.com/premium_photo-1689977807477-a579eda91fa2?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjEzfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 849,,12345678,candidate,2023-2-11 12:42:30,,,,,
90,Sơn Thịnh,thanhbinh@example.com,397314215,https://plus.unsplash.com/premium_photo-1689629870780-5d0e655383e6?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjI1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 850,,12345678,candidate,2023-1-11 12:42:30,,,,,
91,Thắng Văn Hiền,thihoa3@example.com,397314216,https://plus.unsplash.com/premium_photo-1689531953275-a5cfcc458931?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjQ1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 851,,12345678,candidate,2023-2-11 12:42:30,,,,,
92,Tuấn Thị Ngọc Anh,thanhhoa@example.com,397314217,https://plus.unsplash.com/premium_photo-1688350839154-1a131bccd78a?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjY1fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 852,,12345678,candidate,2023-3-11 12:42:30,,,,,
93,Điệp Thị Hà,quangha@example.com,397314218,https://plus.unsplash.com/premium_photo-1690294614341-cf346ba0a637?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjUzfHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 853,,12345678,candidate,2023-7-11 12:42:30,,,,,
94,Quyền Thị Ngọc Trâm,vanduong@example.com,397314219,https://plus.unsplash.com/premium_photo-1690397038570-7ec0cacb37f2?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjU3fHxhdmF0YXJ8ZW58MHx8MHx8fDA%3D,số nhà 854,,12345678,candidate,2023-10-11 12:42:30,,,,,
95,Công ty Triển Vọng Công Nghệ,thientrinh@example.com,397314220,https://images.unsplash.com/photo-1599305445671-ac291c95aaa9?w=600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8Y29tcGFueSUyMGxvZ298ZW58MHx8MHx8fDA%3D,số nhà 855,,12345678,company,2023-11-11 12:42:30,,,,,
96,Công ty Sáng Kiến Xanh,thanhhieu@example.com,397314221,https://cdn.worldvectorlogo.com/logos/kwe-1.svg,số nhà 856,,12345678,company,2023-11-11 12:42:30,,,,,
97,Công ty Vượt Trội Công Nghệ,thanhhien@example.com,397314222,https://cdn.worldvectorlogo.com/logos/tmc-3.svg,số nhà 857,,12345678,company,2023-1-11 12:42:30,,,,,
98,Công ty Động Cơ Sáng Tạo,thithanh@example.com,397314223,https://cdn.worldvectorlogo.com/logos/hilltop.svg,số nhà 858,,12345678,company,2023-1-11 12:42:30,,,,,
99,Công ty Hiện Đại Hữu ích,thutrang@example.com,397314224,https://cdn.worldvectorlogo.com/logos/jamstack.svg,số nhà 859,,12345678,company,2023-11-11 12:42:30,,,,,
100,Công ty Tiến Bộ Xanh,thanhdat@example.com,397314225,https://cdn.worldvectorlogo.com/logos/cnx.svg,số nhà 860,,12345678,company,2023-11-11 12:42:30,,,,,

